shot_num,distance_to_goal,play_pattern,duration,shot_speed,angle_to_goal,players_between_goal,players_within_1,players_within_5,players_within_10,opponents_within_5,teammates_within_5,shot_taker_type,shot_technique,shot_body_part,goalkeeper_in_the_way,one_on_one,pass_length,pass_angle,pass_speed,goal
7331,41.012193308819754,Free Kick,1.533,26.752898440195537,0.07304056530311932,6,0,0,2,0,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7332,9.486832980505138,Open Play,0.4,23.717082451262844,0.11065722117389565,1,0,1,5,1,0,midfield,Normal,Left Foot,1,0,24.166092,1.1441689,14.384578539993539,1
7333,4.438468204234432,Open Play,0.196871,22.545058460791243,1.3639223778151532,1,0,6,11,5,1,defender,Normal,Head,1,0,35.07549,1.6364163,28.147830434830627,0
7334,17.85077029150283,Open Play,0.25918,68.87402689830553,0.7238645700484048,2,0,2,5,2,0,forward,Normal,Right Foot,1,0,48.408676,1.2163776,20.00733894217106,0
7335,28.456985082752528,Open Play,0.546701,52.05219138569809,0.6889243882148615,1,0,1,4,1,0,midfield,Normal,Left Foot,1,0,39.836163,1.3014619,18.414543932209682,0
7336,21.69101196348386,Open Play,0.848434,25.565939087169845,0.3633931334952307,4,0,0,8,0,0,midfield,Normal,Right Foot,1,0,8.549269,1.9925836,7.033564055000261,0
7337,25.230140705116963,Open Play,0.294846,85.57057143429778,0.02399539359186994,2,0,2,8,2,0,midfield,Normal,Left Foot,1,0,9.847842,2.1390831,10.25441989781668,0
7338,14.092906016858274,Open Play,1.19784,11.765265825868457,0.9956341090051942,1,0,1,1,1,0,forward,Normal,Head,1,0,32.718494,0.6771276,19.789429042664008,0
7339,5.81377674149945,Open Play,0.525849,11.055981358716,1.1459641638755544,3,0,5,11,4,1,forward,Normal,Head,1,0,22.99413,0.48893404,21.790922129345397,1
7340,19.20052082626927,Open Play,0.165741,115.84653662201428,0.2192739064776972,2,0,1,3,1,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7341,12.97998459167036,Open Play,0.170714,76.03350979808546,1.1180178549713604,1,0,1,3,1,0,forward,Normal,Right Foot,1,0,16.111176,0.16208746,11.388952211655804,0
7342,10.962207806824322,Open Play,0.189993,57.69795627641188,0.4275807816846265,1,0,1,5,1,0,midfield,Normal,Left Foot,1,0,13.241223,0.48729184,12.24121423512651,0
7343,22.900218339570472,Open Play,1.176813,19.45952189478742,0.5487410834909254,1,0,1,4,1,0,midfield,Normal,Right Foot,1,0,18.676188,1.3986055,16.501591781348164,0
7344,13.591541487263315,Open Play,0.080797,168.21839285200338,0.0899819212029234,1,0,2,8,1,1,midfield,Normal,Left Foot,1,0,16.781538,0.9976687,25.388681247320623,0
7345,13.440610105199836,Open Play,0.154093,87.22401475212914,0.5641975773624978,3,0,4,9,4,0,forward,Normal,Right Foot,1,0,15.302614,2.0022912,21.412469661415916,0
7346,18.856563843924476,Open Play,0.855434,22.043271420032962,0.364649497312142,1,0,1,7,1,0,midfield,Normal,Left Foot,1,0,5.661272,0.9484935,13.674404758124332,0
7347,23.41836885865453,Open Play,0.28327,82.67154608202256,0.3706805406598287,3,0,1,6,1,0,midfield,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
7348,24.79697562203907,Open Play,0.955688,25.94672698834669,0.699448556952273,2,1,2,9,2,0,defender,Normal,Left Foot,1,0,25.33397,1.4082434,19.674424374651085,0
7349,7.206247289678591,Open Play,0.375885,19.171414899978956,0.5383745133462297,0,0,1,4,1,0,forward,Normal,Left Foot,0,0,18.0,1.5707964,22.976474642907288,1
7350,10.088111815399351,Open Play,0.605844,16.651335682781955,1.3466841998421453,1,0,3,8,2,1,midfield,Half Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
7351,20.603883129157957,Open Play,0.913934,22.54416963277212,0.17301015067716233,1,0,3,7,2,1,midfield,Normal,Left Foot,1,0,4.1,2.9202783,5.637397117502605,0
7352,18.52700731364891,Open Play,0.192577,96.20571155251618,0.3883187181724659,3,0,3,7,3,0,midfield,Normal,Right Foot,1,0,12.480785,0.91607773,9.579190848539485,0
7353,21.041863035387337,Open Play,0.206713,101.79264504596874,0.45893066285240036,2,0,3,8,3,0,midfield,Normal,Left Foot,1,0,11.303982,1.544254,11.70133555209696,0
7354,14.042791745233572,Open Play,0.823089,17.061085429684486,0.8192834933015658,1,1,4,8,3,1,forward,Normal,Left Foot,1,0,10.606602,1.4288993,8.199619741824977,1
7355,21.793806459634347,Open Play,0.106804,204.0542157562858,0.05088196969162223,2,0,5,12,3,2,midfield,Normal,Left Foot,1,0,8.159657,0.33725318,14.4534076856573,0
7356,27.35909355223597,Free Kick,0.341319,80.15696035742508,0.37270419473082256,4,0,0,1,0,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7357,15.400324671902206,Open Play,0.588572,26.165574767236986,0.061565931737933496,2,0,5,8,3,2,forward,Normal,Right Foot,1,0,5.7271285,1.359703,4.213056891772799,0
7358,22.536193112413642,Free Kick,0.814201,27.6789062067151,0.38588266939807375,6,0,1,8,0,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,1
7359,30.55912302406599,Open Play,0.369178,82.77612161089228,0.0687439653901884,3,0,1,5,1,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7360,5.869412236331673,Open Play,0.426481,13.762423733605186,0.048741851309932346,0,0,1,3,1,0,midfield,Normal,Right Foot,0,0,16.914492,1.5293999,18.029334742686142,0
7361,29.427877939124322,Free Kick,0.405,72.6614270101835,0.3009202343604251,4,0,1,1,0,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7362,17.69180601295413,Open Play,0.8789,20.129486873312246,0.6435011087932844,1,0,1,3,1,0,forward,Normal,Left Foot,1,0,19.416489,0.96850896,21.52603973275787,0
7363,7.615773105863909,Open Play,0.569,13.384487005033233,0.14189705460416394,5,0,3,11,3,0,midfield,Normal,Right Foot,1,0,8.5440035,1.929567,19.686644574464356,0
7364,17.0,Open Play,0.8133,20.902496003934587,0.6747409422235526,1,0,0,3,0,0,forward,Lob,Right Foot,1,0,63.560993,0.4214192,18.333139408215406,0
7365,21.204952251773644,Open Play,1.494,14.19340846838932,0.3937616073661636,5,0,1,6,1,0,forward,Normal,Left Foot,1,0,13.928389,1.9379702,13.601941676937615,0
7366,26.248809496813376,Open Play,1.3703,19.155520321691142,0.1586552621864014,1,0,2,5,2,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7367,15.890248582070704,Open Play,0.9987,15.910932794703818,1.0164888305933455,1,0,0,2,0,0,midfield,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
7368,20.120636172845032,Open Play,0.1488,135.2193291185822,0.7916092636503147,4,0,1,5,1,0,midfield,Normal,Left Foot,1,0,19.849434,2.284887,15.879546593023367,0
7369,20.552858681944958,Open Play,0.281,73.14184584322048,0.667201674517019,1,0,1,2,1,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7370,27.730849247724095,Open Play,1.3249,20.930522490545773,0.3097029445424562,1,0,1,4,1,0,midfield,Normal,Left Foot,1,0,17.029387,0.8685394,13.6892173359537,0
7371,13.536986370680884,Open Play,0.9586,14.121621500814609,0.21866894587394195,1,0,2,4,2,0,midfield,Normal,Head,1,0,20.518284,0.75092906,19.284102000642097,0
7372,18.35755975068582,Open Play,1.3289,13.814101701170758,0.6823165548747481,1,0,2,4,2,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,1
7373,12.02164714171898,Open Play,0.9334,12.879416264965695,0.5010133868035893,2,1,4,7,3,1,midfield,Normal,Head,1,0,46.486557,1.2422432,19.265046496758327,0
7374,18.35755975068582,Open Play,1.894,9.692481388957667,0.3028848683749714,1,0,1,2,1,0,forward,Lob,Left Foot,1,0,18.973665,1.8925469,16.399019845298422,0
7375,18.681541692269406,Open Play,0.4325,43.194316051489956,0.05549850524571683,1,0,2,4,2,0,forward,Normal,Left Foot,1,0,8.246211,1.3258177,4.22882628268478,0
7376,36.0733974003004,Open Play,0.7898,45.674091415928594,0.3700589960377175,1,0,3,6,3,0,forward,Normal,Right Foot,1,0,13.038404,0.5667292,17.66721519025108,0
7377,18.461310896033364,Open Play,0.2863,64.48239921772044,0.4336838276214483,4,0,2,8,2,0,defender,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7378,15.811388300841896,Open Play,0.2592,61.00072646929744,0.3671738338182192,2,0,1,1,1,0,midfield,Normal,Left Foot,1,0,28.319605,0.83535653,13.270667533745359,0
7379,10.470912090166742,Open Play,0.7603,13.772079560919035,0.10827059086045601,1,0,4,12,3,1,midfield,Normal,Head,1,0,35.17101,1.8295672,21.927064083627148,1
7380,29.120782956507202,Open Play,0.9635,30.223957401668088,0.6543356115370145,3,0,1,6,1,0,defender,Normal,Right Foot,1,0,17.262676,1.3961241,14.691639575857078,0
7381,7.211102550927975,Open Play,1.0467,6.889369017796861,0.7551044034786734,1,1,2,5,2,0,midfield,Volley,Left Foot,1,0,34.0,1.080839,31.805425631431245,1
7382,16.086329600005097,Open Play,0.1488,108.10705376347512,0.7663890465104384,1,0,1,2,1,0,forward,Normal,Left Foot,1,0,22.090721,1.4801364,15.394231382839388,0
7383,17.140595088852667,Open Play,0.6732,25.46137119556249,0.09844615921263315,3,0,2,7,2,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7384,21.865269264292177,Open Play,0.2706,80.80291671948328,0.5046269325589787,2,0,3,7,3,0,midfield,Normal,Right Foot,1,0,25.942244,0.4808873,23.976195510301007,0
7385,27.85677655436824,Open Play,0.467,59.65048512712684,0.49394136891958124,3,0,0,4,0,0,midfield,Normal,Right Foot,1,0,13.341664,2.9147937,10.023789680034811,0
7386,24.26623168108308,Open Play,1.1697,20.745688365463863,0.33051128144915853,2,0,2,7,2,0,midfield,Normal,Left Foot,1,0,9.219544,2.2794225,10.187341941760096,0
7387,22.645970944077447,Open Play,1.586764,14.271795266389612,0.9999226688204023,1,0,3,7,3,0,forward,Normal,Left Foot,1,0,8.246211,0.24497867,18.82696632702128,0
7388,31.918803235710453,Free Kick,2.356,13.547879132304947,0.22606838799388387,5,0,1,1,0,1,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7389,10.012492197250394,Open Play,0.480919,20.819498080238862,0.33667481938672716,1,0,3,5,3,0,forward,Normal,Left Foot,1,0,18.973665,0.32175055,25.264535234367877,1
7390,30.548486050866742,Free Kick,0.39212,77.90596259019367,0.5555974481878019,4,0,1,1,0,1,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7391,14.005713120009277,Open Play,0.512047,27.352397572897168,0.25168997175818686,1,0,3,8,2,1,midfield,Normal,Right Foot,1,0,9.219544,0.21866895,10.312689549544617,0
7392,9.724710792614864,Open Play,0.134,72.57246860160346,1.1944681983485728,2,0,2,7,2,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7393,8.769264507357505,Open Play,1.45468,6.028311729973263,0.5302157727766299,3,0,2,7,2,0,midfield,Normal,Head,1,0,-1.0,-1.0,-1.0,0
7394,17.584083712266608,Open Play,0.788863,22.29041508128358,0.3781423153226017,2,0,3,7,3,0,midfield,Overhead Kick,Right Foot,1,0,-1.0,-1.0,-1.0,0
7395,7.324616030892,Open Play,0.667974,10.965420856039307,0.5136060047227488,1,0,2,6,2,0,forward,Normal,Right Foot,1,0,12.0,1.5707964,14.869888475836431,1
7396,10.49952379872535,Open Play,0.687102,15.280880857173099,0.07982998571223704,2,1,6,12,5,1,midfield,Normal,Head,1,0,42.755116,1.7590178,23.845575378061294,0
7397,19.363109254456013,Open Play,1.075123,18.01013396091053,0.33427226127590576,1,0,2,2,2,0,forward,Half Volley,Left Foot,1,0,63.812225,0.56192154,15.443423168967877,0
7398,33.59538658804212,Open Play,1.250445,26.866744709317178,0.5418694750881639,1,0,5,6,4,1,forward,Normal,Right Foot,1,0,73.97973,0.16292647,12.25334453983399,0
7399,15.655350523063992,Open Play,0.744531,21.02713053326724,0.11561117923188458,2,0,2,4,2,0,midfield,Half Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
7400,11.892854997854801,Open Play,2.661725,4.4681005730700205,1.0121970114513341,1,0,4,6,4,0,forward,Normal,Right Foot,1,0,6.4031243,2.2455373,10.294411957287538,0
7401,5.658621740318048,Open Play,0.874972,6.467203225152403,0.025635408521677807,1,0,2,7,2,0,forward,Backheel,Left Foot,1,0,12.0415945,1.6539376,21.35034499785868,0
7402,20.153411621856986,Open Play,1.91774,10.50893844935027,0.8347407956504181,1,0,1,1,1,0,midfield,Lob,Right Foot,1,0,-1.0,-1.0,-1.0,0
7403,15.141994584598157,Open Play,0.152626,99.20979770549026,0.05400150037596811,3,0,3,6,3,0,forward,Half Volley,Left Foot,1,0,33.83785,1.9018924,19.71902600896111,0
7404,6.15873363606513,Open Play,0.876182,7.029057474434683,0.13381097747459123,1,0,3,7,3,0,forward,Volley,Left Foot,1,0,8.062258,1.6951513,11.182049581551386,0
7405,11.992080720208655,Open Play,0.296999,40.37751211353794,0.09148701687150781,1,0,2,6,2,0,forward,Half Volley,Left Foot,1,0,15.297058,1.3734008,9.28219571649172,0
7406,10.993179703798175,Open Play,0.689,15.955268075178775,0.17891717047809413,1,0,0,6,0,0,forward,Normal,Left Foot,1,0,14.035668,1.6421038,23.99259632071487,1
7407,39.042156702723275,Open Play,0.281918,138.4876336478099,0.3631470099461763,1,0,1,3,1,0,midfield,Normal,Left Foot,1,0,21.587032,1.3370532,12.720703090702948,0
7408,16.972919607421698,Open Play,0.207366,81.85006031568193,0.13835097017712547,2,0,2,4,2,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7409,4.580392996239519,Open Play,0.601677,7.612710800378807,0.3378781882402775,1,0,2,4,2,0,midfield,Half Volley,Right Foot,1,0,33.970577,0.82704073,16.81711658560696,0
7410,26.741914665932207,Open Play,0.843,31.72231870217344,0.3812493190261928,1,0,2,3,2,0,midfield,Normal,Left Foot,1,0,17.117243,1.4536875,15.490717437668499,0
7411,17.525124821238787,Open Play,0.905512,19.353829459177557,0.06925323595747433,3,0,2,8,2,0,forward,Normal,Left Foot,1,0,10.29563,2.077895,9.524172193327475,0
7412,29.841246622753545,Free Kick,0.397538,75.06514250902693,0.6027712951212191,5,0,0,0,0,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7413,4.712748667179271,Open Play,0.474284,9.93655418942927,0.8760580505981933,1,1,7,11,5,2,defender,Normal,Head,1,0,43.931767,1.7771202,24.694640400774365,1
7414,25.967864756271354,Open Play,0.159627,162.6783987437674,0.14810114871965416,1,0,3,7,2,1,forward,Normal,Left Foot,1,0,15.6205,0.87605804,20.799599669525044,0
7415,12.371337841963582,Open Play,0.758077,16.319368404480787,0.25400776312659373,1,0,0,1,0,0,forward,Normal,Left Foot,1,0,26.0,1.1760052,19.033674963396777,1
7416,29.134343994674058,Open Play,0.119909,242.97045254879998,0.35413212603574185,2,0,2,5,1,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7417,7.854934754662189,Open Play,0.730481,10.753099334085608,0.1495597398737034,1,0,3,6,3,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,1
7418,32.83976248391575,Open Play,0.994494,33.02157929953901,0.3542971970147641,1,0,1,6,1,0,forward,Normal,Right Foot,1,0,7.023532,2.6524727,10.51833174348946,0
7419,17.181967291320277,Open Play,0.449732,38.2049026783068,0.7753984967107833,1,0,2,4,2,0,forward,Normal,Right Foot,1,0,79.10702,0.49531123,13.643883136574626,0
7420,30.565503431155847,Free Kick,0.311894,97.99965190467225,0.679959111179482,6,0,0,4,0,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7421,20.795432190748038,Free Kick,1.361474,15.274204421640102,0.6207578743477666,7,0,1,9,0,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7422,26.57310670584077,Open Play,0.958718,27.71733367459542,0.2883143467212166,1,0,2,6,2,0,forward,Normal,Left Foot,1,0,11.029053,1.4981968,11.954860879391637,0
7423,33.15931241747934,Open Play,2.695843,12.300164519031465,0.34204297153779845,3,0,1,2,1,0,midfield,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
7424,26.88810145770802,Open Play,1.406789,19.113101863682484,0.04164257909858847,5,0,0,2,0,0,midfield,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
7425,21.574058496258882,Open Play,1.183718,18.225674101651645,0.0,2,0,3,9,3,0,midfield,Normal,Right Foot,1,0,22.388613,2.6279867,13.758997477404785,0
7426,20.10223868130114,Open Play,0.131468,152.90594427009722,0.7688707427947276,1,0,1,3,1,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7427,29.932757975168283,Open Play,1.141459,26.223244089510253,0.17867599076942947,1,0,1,3,1,0,forward,Normal,Left Foot,1,0,34.90702,1.5507417,19.540733593794645,0
7428,16.75231327309754,Open Play,0.121742,137.6050440529771,0.35563588430075976,2,0,1,1,1,0,forward,Normal,Left Foot,1,0,46.572525,1.1878976,17.30034327220656,0
7429,6.592419889539799,Open Play,0.840631,7.8422279092013,0.8171335369259067,1,1,5,11,4,1,midfield,Normal,Head,1,0,24.752373,1.2924967,21.158388580826067,0
7430,27.118259531171987,Open Play,0.754495,35.94226539761296,0.7678561033400457,1,0,4,5,3,1,forward,Normal,Right Foot,1,0,26.5,0.5565993,19.146956139742436,0
7431,23.352087701102878,Open Play,0.857672,27.227294001789588,0.4419903458362921,2,0,3,6,3,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7432,9.745255255764208,Open Play,0.11324,86.05841801275352,0.9257129408410649,1,0,1,3,1,0,forward,Normal,Left Foot,1,1,53.672806,0.34001607,17.206053775475542,0
7433,5.37121960079832,Open Play,0.347743,15.445946002646552,0.3520443143154164,2,0,3,5,3,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,1
7434,29.108418026406035,Open Play,0.238515,122.0401988403498,0.47674729632058327,2,0,1,8,1,0,forward,Normal,Right Foot,1,0,6.664083,0.4502256,4.13164740114825,0
7435,7.723341245859845,Open Play,0.261084,29.581825182163,1.090955801276569,4,1,3,10,3,0,defender,Normal,Head,1,0,29.116318,1.6602124,22.579891466789025,0
7436,24.06823632923692,Open Play,0.063723,377.7009294797313,0.2770875383866211,2,0,1,2,1,0,midfield,Normal,Right Foot,1,0,25.632011,1.2120256,14.484291871436481,1
7437,18.427153876819936,Open Play,0.733565,25.12000146792709,1.2003736415093211,1,0,1,2,1,0,defender,Normal,Right Foot,1,0,19.092407,0.3980143,15.975572644676516,0
7438,17.962182495454165,Open Play,0.8545,21.02069338262629,0.10548930852509047,1,0,3,5,2,1,midfield,Normal,Left Foot,1,0,19.703045,0.33619577,10.463646016929937,1
7439,32.688836014761975,Open Play,1.104565,29.594307274594048,0.7129445673088599,0,0,0,2,0,0,defender,Half Volley,Right Foot,0,0,-1.0,-1.0,-1.0,0
7440,8.35284382710463,Open Play,0.107633,77.60485935637425,0.0562785362887618,2,0,0,3,0,0,midfield,Normal,Head,1,0,-1.0,-1.0,-1.0,0
7441,7.8294316524253595,Open Play,1.051901,7.443125971384531,0.8401379434473288,1,0,3,5,3,0,forward,Half Volley,Right Foot,1,0,25.45663,0.18969156,11.006949125593898,1
7442,19.387109119205995,Open Play,0.74228,26.118323434830515,0.31463323685543226,1,0,1,1,1,0,midfield,Normal,Head,1,0,42.183647,1.7979505,26.086630131391527,0
7443,6.2649820430708365,Open Play,1.082667,5.7866195636062026,0.6688121579361324,1,0,1,5,1,0,midfield,Normal,Left Foot,1,0,19.643064,1.6370258,28.328619749013384,0
7444,12.323960402403122,Open Play,0.3357,36.71123146381627,1.0149255176407386,1,0,3,6,3,0,forward,Half Volley,Right Foot,1,0,45.507034,0.49706683,23.565915810478344,0
7445,12.761269529321913,Open Play,1.274917,10.00949044472849,0.048741851309931715,2,1,3,8,3,0,midfield,Normal,Head,1,0,42.605164,1.7884469,21.286617040347902,0
7446,9.400531899844824,Open Play,0.902299,10.418422163656198,0.41129374747753084,3,1,7,13,5,2,forward,Normal,Head,1,0,38.42096,1.7778904,35.29167986093276,0
7447,19.417775361765823,Open Play,0.5297,36.65806184966174,0.29520811664524504,3,0,1,1,1,0,midfield,Normal,Left Foot,1,0,22.343903,2.2769954,15.26841334741759,0
7448,10.744766167767455,Open Play,0.3014,35.64952278622248,0.1243549945467611,1,0,3,4,3,0,midfield,Normal,Left Foot,1,0,17.827227,1.9440112,18.096869727617023,0
7449,36.783284247059825,Open Play,2.0053,18.343033085852404,0.1968476146992404,6,0,0,0,0,0,defender,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
7450,9.43398113205661,Open Play,0.1698,55.55937062459723,0.3281198950153055,1,1,2,4,2,0,forward,Normal,Right Foot,1,0,12.95222,0.23374318,13.991811479911135,0
7451,21.466252583997985,Open Play,0.164199,130.73315053074612,0.6162969373960713,2,0,3,4,2,1,midfield,Normal,Left Foot,1,0,16.91183,0.49273992,9.249524271987196,0
7452,24.12985702402731,Open Play,1.136,21.241071323967702,0.7188299996216245,2,0,2,4,2,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,1
7453,10.679419459877026,Open Play,0.730949,14.610348273103906,1.0068371852886338,1,0,4,5,3,1,forward,Overhead Kick,Right Foot,1,0,6.4132676,0.1882215,5.744596468944447,0
7454,6.965629906907203,Open Play,0.384578,18.112398283071844,0.07393903765794001,0,0,1,3,1,0,forward,Half Volley,Left Foot,0,0,19.502308,1.5861797,17.582318387823666,0
7455,15.890248582070704,Open Play,0.9491,16.742438712538934,0.6267429012110469,1,0,2,5,2,0,forward,Normal,Left Foot,1,1,16.685923,0.4395236,10.272684978178166,1
7456,36.91517303223703,Open Play,1.183465,31.192450163069484,0.1903034801755611,1,0,0,3,0,0,forward,Normal,Right Foot,1,0,30.203476,0.7596427,20.014310984655637,0
7457,24.69514122251581,Open Play,0.857479,28.799703809091316,0.8546957642711177,2,0,2,3,2,0,midfield,Normal,Left Foot,1,0,6.809552,2.6188035,3.7287401912861635,0
7458,19.220041623263988,Open Play,0.9062,21.20949197005516,0.7886343980541665,1,0,0,2,0,0,forward,Normal,Right Foot,1,0,25.455845,0.14189705,12.762796402527764,1
7459,18.456706098326425,Open Play,0.74447,24.79173922162938,0.08720992553091027,2,0,2,4,1,1,midfield,Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
7460,9.897979591815691,Open Play,1.038546,9.530612598590425,0.10427161192765522,2,0,6,12,5,1,forward,Normal,Head,1,0,31.7624,1.3999541,20.23973554839508,0
7461,22.299103120977755,Open Play,0.6872,32.449218744146904,0.4197198419239164,2,0,0,2,0,0,forward,Normal,Right Foot,1,0,22.42231,1.5261831,18.395815767145297,0
7462,18.640010729610648,Open Play,0.61511,30.303540390516567,1.0358412530088,1,0,1,4,1,0,forward,Normal,Right Foot,1,1,13.601471,0.29849893,8.794854085049616,0
7463,8.926925562588721,Open Play,0.909826,9.811684390849152,0.27679815863199014,4,2,7,13,5,2,defender,Normal,Head,1,0,38.078865,1.8094057,23.598701988918904,0
7464,25.201785651020845,Open Play,1.209854,20.8304354500798,0.14578376462716788,2,1,1,4,1,0,forward,Normal,Left Foot,1,0,24.083189,1.487655,19.14888525594693,0
7465,32.65348373451139,Open Play,0.465011,70.22088452641204,0.5478635315018355,2,0,2,5,2,0,midfield,Normal,Left Foot,1,0,7.2111025,0.5880026,12.502908607357693,0
7466,27.2620615508072,Free Kick,1.125631,24.219359231228704,0.5451308906165098,6,0,0,1,0,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7467,30.723606559126488,Free Kick,0.389849,78.80899158168032,0.5718886464138612,3,0,0,1,0,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7468,11.063453348751466,Open Play,0.71364,15.502849263986695,0.5485494024505277,1,0,2,5,2,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7469,16.08632960000509,Open Play,0.15723,102.3108160020676,0.4993467216801304,2,0,3,7,2,1,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7470,20.48462838325363,Open Play,0.049852,410.90885788441045,0.20349304525756265,2,1,3,3,3,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7471,10.04987562112089,Open Play,0.761201,13.202656881849721,0.4636476090008061,1,0,2,4,2,0,forward,Volley,Right Foot,1,0,13.416408,1.1071488,14.643536198426913,1
7472,14.937536610833794,Open Play,0.149551,99.88255919942893,0.9394473975511195,2,0,2,5,2,0,midfield,Normal,Right Foot,1,0,28.635643,0.43240777,13.138864208422499,0
7473,7.2532751223154355,Open Play,1.19563,6.066488062624253,0.29145679447786726,1,2,4,8,3,1,defender,Normal,Head,1,0,23.0,1.5707964,16.080542543522338,0
7474,36.02804463192528,Open Play,1.554485,23.176836464761823,0.6784009502808878,1,0,0,2,0,0,midfield,Normal,Right Foot,1,0,9.219544,1.3521274,7.80235576547506,0
7475,14.283556979968257,Open Play,0.965041,14.800984600621378,0.9492063590412495,2,1,1,2,1,0,forward,Normal,Right Foot,1,0,39.446167,0.5317241,15.187373752216548,1
7476,16.0,Open Play,1.152964,13.877276306979228,0.24497866312686414,1,0,1,5,1,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,1
7477,23.461670869739866,Open Play,0.745453,31.4730383669257,0.7270452415463066,1,0,2,6,2,0,midfield,Normal,Left Foot,1,0,13.038404,0.07677189,13.98094414058712,0
7478,31.423080689200415,Open Play,1.222497,25.704014561344867,0.506805678632039,1,0,1,2,1,0,midfield,Normal,Left Foot,1,0,8.062258,1.6951513,6.603536529034768,0
7479,15.401947928752394,Open Play,0.296512,51.943759202839665,0.006711308631322698,3,0,1,5,1,0,midfield,Normal,Left Foot,1,0,18.35756,2.0831857,14.593814890441068,0
7480,11.844407963254223,Open Play,0.233364,50.75507774658569,1.0360521344902796,0,0,3,4,3,0,forward,Normal,Right Foot,0,1,24.186773,0.5191461,11.141106145236783,0
7481,31.483646548644895,Free Kick,1.13927,27.63492986618176,0.02893083241377774,2,0,0,3,0,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7482,5.385164807134504,Open Play,0.690029,7.80425867193191,0.3805063771123649,2,0,2,6,2,0,forward,Half Volley,Left Foot,1,0,14.035668,1.4994888,18.477710436569506,1
7483,9.20271699010678,Open Play,0.0964,95.46386919197904,1.0026915943204693,2,0,5,7,4,1,defender,Volley,Right Foot,1,0,30.066593,1.6373645,30.33352780139812,0
7484,29.120439557122072,Open Play,1.167626,24.93986906519902,0.14189705460416394,3,0,2,2,1,1,midfield,Normal,Right Foot,1,0,23.0,1.5707964,25.48965064771419,0
7485,28.5590616092336,Open Play,1.141785,25.01264389463305,0.3473313270663279,1,0,1,5,1,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7486,29.052022304824156,Open Play,0.541523,53.648732011057994,0.4092095487446461,3,0,1,1,1,0,midfield,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
7487,29.604391566117354,Open Play,2.59434,11.411145634773142,0.2083992422634376,2,0,1,3,1,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
7488,27.83612760424841,Free Kick,1.451208,19.18134933396757,0.5015082962654449,5,0,0,3,0,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
7489,24.900200802403187,Open Play,0.863414,28.839236799962922,0.16319428250886817,2,0,0,5,0,0,midfield,Normal,Right Foot,1,0,10.0,0.6435011,7.5642965204236,0
