shot_num,distance_to_goal,play_pattern,duration,shot_speed,angle_to_goal,players_between_goal,players_within_1,players_within_5,players_within_10,opponents_within_5,teammates_within_5,shot_taker_type,shot_technique,shot_body_part,goalkeeper_in_the_way,one_on_one,pass_length,pass_angle,pass_speed,goal
0,38.38137569186389,Open Play,1.5165,25.309182783952448,0.2887777945547858,1,1,1,4,1,0,forward,Normal,Right Foot,1,0,14.310835,1.1071488,11.034860766071255,1
1,21.18962010041709,Open Play,0.150869,140.4504576845945,1.07080109677507,1,0,1,3,1,0,forward,Normal,Right Foot,1,0,18.445868,0.57296616,16.217187340986907,0
2,8.860022573334673,Open Play,0.670734,13.209443047966365,0.946160904023284,1,0,1,7,1,0,midfield,Normal,Head,1,1,45.20011,0.6457135,22.34863318632073,0
3,14.557815770231468,Open Play,0.1837,79.2477722930401,1.0217148679965962,2,0,3,5,3,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
4,38.739772843939086,Open Play,1.453746,26.648240369321112,0.16167797551531388,1,0,0,4,0,0,midfield,Normal,Left Foot,1,0,9.613532,1.2424669,17.935526961956796,0
5,9.749871794028879,Open Play,0.145966,66.79549891090308,0.6893094478800817,1,0,0,6,0,0,midfield,Normal,Right Foot,1,0,10.592922,1.7033478,13.33944776231744,0
6,23.747420912595956,Open Play,1.0565,22.477445255651638,0.5976901368665483,3,0,3,6,2,1,midfield,Normal,Left Foot,1,0,34.535778,0.33640152,13.47478983516489,0
7,20.223253941935262,Open Play,0.613304,32.974273674939774,0.5590798535093615,3,0,0,2,0,0,midfield,Normal,Left Foot,1,0,24.845522,1.9894294,19.30035658532258,0
8,27.74617090699184,Open Play,0.2866,96.81148257847815,0.08642676367438346,1,0,3,7,2,1,midfield,Normal,Left Foot,1,0,8.980535,0.7775243,9.508070797297226,0
9,19.602295783912663,Open Play,0.185,105.9583555887171,0.8766268787507215,2,0,2,4,2,0,midfield,Normal,Left Foot,1,0,14.221462,1.3940874,13.252456301051321,0
10,13.008458786497341,Open Play,0.968867,13.426464918814801,1.1261166323985172,0,0,3,4,3,0,defender,Lob,Right Foot,0,0,7.7472577,0.41167134,10.094291357007881,1
11,10.300485425454466,Open Play,0.121373,84.86636587589058,1.1104060352640965,1,0,3,7,3,0,forward,Normal,Right Foot,1,0,19.043634,0.34832236,10.907356769155268,0
12,9.786214794291,Open Play,0.345652,28.31233377585259,1.4319888607122944,1,0,0,3,0,0,forward,Volley,Right Foot,1,0,38.33771,1.5264391,24.633422557241385,1
13,33.7249166047894,Open Play,1.328304,25.389456483447614,0.20254131203030573,1,0,1,1,1,0,midfield,Normal,Left Foot,1,0,18.069311,2.2464015,17.920747998683574,0
14,20.734753434752967,Open Play,0.592591,34.989990456744984,0.6964030915287726,2,0,0,5,0,0,midfield,Normal,Right Foot,1,0,7.44043,2.203545,9.681756792576845,0
15,23.2606964642076,Open Play,0.869244,26.759685961833043,0.49972536611489327,1,0,1,5,1,0,midfield,Normal,Right Foot,1,0,28.595453,1.2247143,15.578489215186805,0
16,11.800423721205945,Open Play,0.7093,16.636717497823128,0.5797892358807963,2,0,5,9,4,1,forward,Normal,Head,1,0,35.415817,1.8335813,19.451757937085038,0
17,30.419894805866775,Open Play,0.3068,99.15219949761008,0.1662153436767506,2,0,0,3,0,0,forward,Normal,Right Foot,1,0,9.80816,2.852089,6.732212140978371,0
18,27.36457564078054,Open Play,0.867379,31.548579848924795,0.26827360973939685,1,0,2,7,2,0,forward,Normal,Right Foot,1,0,27.162659,0.913305,28.5142028939501,0
19,28.52823163114041,Open Play,1.017383,28.040798431997008,0.46513349200831045,1,0,2,5,2,0,midfield,Normal,Right Foot,1,0,10.965857,1.7449403,7.033939943072614,0
20,13.892443989449804,Open Play,0.859299,16.167182772759894,0.8519663271732721,1,0,1,4,1,0,forward,Normal,Left Foot,1,1,19.3,0.0,11.457405758385276,0
21,18.87326150934173,Open Play,0.695778,27.125407111667414,0.9853062807741731,2,0,0,2,0,0,midfield,Volley,Right Foot,1,0,41.34731,1.7852681,19.965864824504692,0
22,20.525106577068,Open Play,0.1991,103.08943534438976,1.0847643974548002,2,0,1,3,1,0,midfield,Normal,Left Foot,1,0,26.019224,0.6819437,21.16635089399619,0
23,18.534832073693035,Open Play,1.048018,17.685604706878163,0.08454375551299813,1,0,2,5,2,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,1
24,14.524462124292244,Open Play,0.810843,17.912792148778795,1.0419147760417717,1,0,1,3,1,0,midfield,Normal,Right Foot,1,0,22.165062,0.73113835,8.550676104699958,1
25,11.26454615153225,Open Play,0.0316,356.4729794788686,0.6747409422235526,2,0,1,3,1,0,forward,Normal,Left Foot,1,0,15.259095,1.7553391,22.16603086602263,0
26,6.109828148156055,Open Play,0.782968,7.803419996929702,0.8273902706188178,1,1,1,4,1,0,midfield,Diving Header,Head,1,0,32.481533,1.6416651,22.192872936115073,1
27,8.062257748298556,Open Play,0.686931,11.73663402626837,0.7717003900245824,1,0,1,5,1,0,forward,Normal,Head,1,0,19.693907,1.3245862,19.43541664601227,0
28,17.454512310574586,Open Play,0.66179,26.37469939191373,0.029231437372220323,1,0,0,2,0,0,forward,Normal,Right Foot,1,0,14.984325,0.9513226,13.501909944733459,0
29,9.433981132056601,Open Play,0.676429,13.946742573214044,0.06807645825799966,1,0,2,6,2,0,forward,Volley,Right Foot,1,0,10.387012,1.1545271,10.23048470369631,0
30,30.8084404019418,Open Play,2.153789,14.304298332818025,0.46088518508827364,4,0,1,3,1,0,midfield,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
31,27.86000717874997,Open Play,1.011121,27.553583773603727,0.5176961394289431,1,0,3,6,2,1,midfield,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
32,11.860860002546186,Open Play,0.6092,19.469566648959596,0.2329792390771027,1,0,2,6,2,0,midfield,Half Volley,Right Foot,1,0,21.100948,1.8640689,15.796487382848625,0
33,18.56582882609877,Open Play,0.6466,28.71300468001666,1.1402691319881355,1,0,1,2,1,0,forward,Normal,Left Foot,1,1,31.007418,0.5459504,10.031331828303102,0
34,7.710382610480497,Open Play,0.928217,8.306659553186915,0.04684071291596917,1,0,1,7,1,0,forward,Normal,Right Foot,1,0,12.272326,1.8177513,11.622622021769011,0
35,21.000952359357417,Open Play,0.1496,140.38069758928754,0.15037142800713457,2,0,2,4,2,0,midfield,Normal,Right Foot,1,0,23.152538,2.1156602,13.856999266760605,0
36,28.130055101261355,Open Play,1.255349,22.408155103689374,0.569705399212333,2,0,1,4,1,0,midfield,Normal,Right Foot,1,0,43.266846,0.70687145,18.43863472990452,0
37,31.332092173999484,Open Play,1.348068,23.24221936430468,0.2377382425891477,1,0,1,2,1,0,defender,Normal,Left Foot,1,0,12.80039,0.9351076,9.253524089180804,0
38,20.357799488156868,Open Play,0.706662,28.808397066995067,0.40062438686932217,1,0,2,5,2,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
39,32.901367752724205,Open Play,1.255611,26.203472056810753,0.12996241240993703,1,0,0,2,0,0,midfield,Normal,Right Foot,1,0,17.698023,2.4041576,12.420458070236398,1
40,8.13203541556479,Open Play,0.360928,22.530907592552502,0.28511773517259675,1,0,2,5,2,0,forward,Diving Header,Head,1,0,35.12791,1.5309315,17.57274093656757,1
41,28.595454184188092,Free Kick,1.3113,21.806950495072137,0.6893642063949758,5,0,1,2,0,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,1
42,23.976655313033135,Free Kick,1.2461,19.241357285156194,0.3274002118002265,5,0,1,2,0,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
43,5.88727441181401,Open Play,0.5085,11.577727456861378,0.33261969157391214,0,0,2,5,2,0,forward,Normal,Left Foot,0,0,11.884864,1.1824776,14.778493315101608,1
44,19.743606560099394,Open Play,0.2204,89.58079201497003,0.44034674208736446,1,0,2,2,2,0,midfield,Lob,Right Foot,1,0,44.688477,0.09187545,14.278381130436928,0
45,26.25147614897113,Open Play,0.146,179.8046311573365,0.5889839575014257,4,0,1,9,1,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
46,15.654072952429985,Open Play,0.4947,31.64356772272081,0.5005436091995634,1,0,1,5,1,0,forward,Lob,Left Foot,1,1,10.165136,1.3019558,13.43173427176278,0
47,24.686838598735154,Open Play,0.3727,66.23782827672433,0.5681047324744273,1,0,2,6,2,0,midfield,Normal,Right Foot,1,0,11.108555,2.9053473,8.456882758808977,0
48,33.1602171283603,Open Play,1.295044,25.605475279882615,0.39880358144759936,3,0,1,3,1,0,midfield,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
49,24.734186867572586,Open Play,0.831,29.764364461579525,0.10887944526899965,1,0,1,2,1,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
50,14.508618128546908,Open Play,0.6247,23.224936975423255,0.3009202343604251,1,0,3,5,3,0,midfield,Normal,Right Foot,1,0,15.78892,0.35580552,9.447654479258311,1
51,10.0687635785135,Open Play,0.2196,45.85047166900502,1.1284221038181512,1,0,1,4,1,0,forward,Normal,Left Foot,1,0,9.208692,0.9707461,8.783508262132043,0
52,18.693849255838135,Open Play,0.5785,32.314346163938005,0.6698438217237608,1,0,2,4,2,0,forward,Normal,Left Foot,1,0,36.300552,1.6452441,21.886194096850126,0
53,16.635203635663736,Open Play,0.5023,33.118064176117336,0.968769397320712,1,0,0,3,0,0,midfield,Normal,Right Foot,1,0,14.86775,0.895005,9.392728747360227,0
54,19.307252523339514,Open Play,0.74618,25.874792306600973,0.5946140774611437,1,0,1,4,1,0,midfield,Normal,Right Foot,1,0,10.111875,1.0761851,13.209105680793838,0
55,28.099999999999994,Open Play,0.4988,56.335204490777855,0.14139879854175888,3,0,1,4,1,0,forward,Normal,Left Foot,1,0,13.761177,2.2273781,12.278137839945375,0
56,26.445793616376875,Open Play,0.757215,34.92507889618784,0.14521562649251862,1,0,1,1,1,0,midfield,Half Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
57,32.065557846387144,Open Play,1.260753,25.433655796486022,0.20118820917452962,2,0,1,2,0,1,midfield,Normal,Right Foot,1,0,13.265368,2.276152,26.379162225240698,0
58,16.172198366332264,Open Play,0.7133,22.672365577361926,0.4861518477949719,1,0,1,3,1,0,forward,Normal,Left Foot,1,1,33.218067,0.11464656,12.459362139955296,1
59,17.71383639983163,Open Play,0.4806,36.8577536409314,0.259547168783393,1,0,1,3,1,0,midfield,Normal,Right Foot,1,1,-1.0,-1.0,-1.0,0
60,18.478365728602736,Open Play,0.666552,27.7223168313991,0.6638286769666946,1,0,2,3,2,0,midfield,Normal,Left Foot,1,0,8.521151,0.94372565,9.755370347343996,0
61,12.30690862889621,Open Play,0.1548,79.5019937267197,0.5229387635711717,1,0,2,3,2,0,midfield,Normal,Left Foot,1,1,13.710216,0.21313103,15.322168594539145,0
62,18.627130750601395,Open Play,1.4048,13.25963179854883,0.5435873883006564,1,0,0,5,0,0,midfield,Lob,Left Foot,0,0,-1.0,-1.0,-1.0,0
63,32.43223704896102,Open Play,1.1219,28.90831361882612,0.4013939381330645,2,0,1,5,1,0,forward,Normal,Right Foot,1,0,18.73873,1.205155,18.272400025246082,0
64,31.022894771442587,Open Play,1.2194,25.44111429509807,0.6139382093327208,3,0,0,2,0,0,defender,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
65,7.335529974037321,Open Play,0.8704,8.42776881208332,0.09204684886340696,1,0,3,6,3,0,midfield,Normal,Right Foot,1,0,20.44138,1.5071568,24.48362630397809,1
66,13.091982279242517,Open Play,0.1637,79.9754568066128,0.7431697612844461,1,0,1,4,1,0,midfield,Normal,Left Foot,1,0,17.541094,0.87824786,8.568753166267307,0
67,24.752373623553765,Open Play,0.2202,112.4085995620062,0.04954619459112531,3,0,1,6,1,0,midfield,Normal,Right Foot,1,0,7.694154,2.6546934,7.5455071341262485,0
68,24.75176761364731,Open Play,1.069607,23.140992545530565,0.818804753728966,1,0,2,9,2,0,defender,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
69,9.902019995940226,Open Play,0.1071,92.45583562969398,0.6724785026448453,2,0,4,10,4,0,forward,Normal,Left Foot,1,0,8.772685,2.3884413,20.241543331297915,0
70,4.34165866921848,Open Play,0.9354,4.641499539468121,0.4636476090008061,0,0,2,9,2,0,midfield,Normal,Other,0,0,-1.0,-1.0,-1.0,1
71,16.881350656863923,Open Play,0.7736,21.82180798457074,0.6967422815300106,1,0,2,3,2,0,forward,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
72,15.41492782986673,Open Play,1.5317,10.063934079693627,0.05953222007524827,1,0,2,2,2,0,midfield,Lob,Left Foot,1,0,41.703358,0.43039808,19.428538168650814,1
73,18.389671013914306,Open Play,0.7987,23.02450358571968,0.6320657749991254,1,0,3,5,3,0,midfield,Normal,Left Foot,1,0,14.36802,0.28212374,9.499517384812856,0
74,15.521919984331838,Open Play,0.3163,49.07341126883287,0.6466309890268193,2,0,0,1,0,0,midfield,Normal,Left Foot,1,0,33.66556,1.6332152,18.132910178795072,0
75,30.647185841443903,Open Play,0.3793,80.79932992735012,0.18416381792629244,3,0,1,3,1,0,midfield,Normal,Right Foot,1,0,36.3296,1.9308556,24.250452075903162,0
76,10.257680049601856,Open Play,0.2429,42.23005372417396,1.194305992348374,1,0,2,3,2,0,forward,Normal,Left Foot,1,0,31.542511,0.8549487,18.627833813893307,0
77,20.565261972559455,Open Play,0.1602,128.37242180124503,0.9296180941953749,1,0,1,1,1,0,midfield,Normal,Right Foot,1,0,15.347313,0.4957066,8.020544796609268,0
78,7.993122043357024,Open Play,0.5351,14.937622955255137,0.25307565216460237,2,0,4,9,3,1,midfield,Normal,Head,1,0,35.341335,1.7098923,28.013106826109816,0
79,13.612494260788507,Open Play,0.8875,15.33802170229691,0.07074786775360746,1,0,3,4,2,1,defender,Normal,Head,1,0,26.532433,0.82005095,19.503405603535175,0
80,11.225862995778993,Open Play,0.4369,25.69435338928586,1.236334592634828,2,0,2,5,2,0,forward,Half Volley,Right Foot,1,0,25.932606,1.5206454,23.29345635478297,0
81,17.117242768623694,Open Play,0.6743,25.38520357203573,0.5614936632670986,1,0,4,6,4,0,midfield,Normal,Right Foot,1,0,27.682667,1.1103797,22.846138529815725,0
82,11.718361660232206,Open Play,0.3417,34.294298098426125,0.13381097747459056,1,0,2,4,2,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
83,31.469667935966527,Free Kick,1.2868,24.455756866619932,0.39127083384247774,2,0,1,8,0,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
84,33.42932844075693,Free Kick,1.8706,17.870912242466016,0.07768764192954629,3,0,0,5,0,0,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
85,20.4413796011913,Open Play,0.2421,84.43362082276455,0.6536358969195221,2,0,1,6,1,0,midfield,Normal,Right Foot,1,0,6.6219335,2.881963,6.701683283531336,0
86,19.31035991378721,Open Play,1.2993,14.86212569367137,0.5863524400288878,2,0,1,4,1,0,forward,Normal,Left Foot,1,0,8.778382,2.307845,7.42734794732371,0
87,22.17746604100658,Open Play,0.872306,25.423952192242833,0.05449145624073132,1,0,5,8,4,1,midfield,Normal,Left Foot,1,0,7.510659,1.6240792,11.809212409198361,0
88,24.20123963767146,Open Play,0.474407,51.0136647175768,0.3592329910883036,1,0,4,8,4,0,midfield,Normal,Left Foot,1,0,8.105554,2.2513175,8.01974240789926,0
89,10.176934705499491,Open Play,0.1706,59.6537790474765,1.287575447675688,1,0,1,2,1,0,midfield,Normal,Right Foot,1,1,7.891768,1.418147,5.104537339365692,0
90,10.92016483392078,Open Play,1.189123,9.183377021486239,0.6590037427183006,1,1,2,5,2,0,midfield,Normal,Head,1,0,31.852316,1.0481455,20.800832924597234,0
91,8.005623023850175,Open Play,2.0471,3.9107141926873017,0.06933313368820855,1,0,4,8,3,1,midfield,Normal,Head,1,0,31.47348,0.10504325,17.649980709192295,0
92,33.26334318735866,Open Play,2.129147,15.6228495201875,0.4700577776111177,1,0,1,5,1,0,midfield,Normal,Right Foot,1,0,54.142128,0.5413698,26.18169779507854,0
93,9.529428104561154,Open Play,0.831397,11.461946704836743,1.2226729915142118,1,0,2,6,2,0,forward,Overhead Kick,Right Foot,1,0,-1.0,-1.0,-1.0,1
94,8.713208364316792,Open Play,0.51307,16.982494326927693,0.8602580111082149,4,0,1,7,1,0,midfield,Normal,Right Foot,1,0,11.815245,1.6216,12.11074660741446,1
95,16.367040050051813,Open Play,0.661582,24.739246306658604,0.8372036201884496,4,0,3,7,2,1,midfield,Volley,Left Foot,1,0,-1.0,-1.0,-1.0,1
96,10.96220780682432,Open Play,0.081467,134.56010172001328,0.2633976325455003,2,0,2,7,2,0,midfield,Normal,Left Foot,1,0,9.929753,2.1699717,12.983464003458577,0
97,19.024457942343588,Open Play,0.436723,43.561841126626234,0.591363935425931,1,0,1,5,1,0,midfield,Normal,Left Foot,1,0,5.2478566,2.6011732,5.773854885422786,0
98,20.80096151623766,Open Play,0.8594,24.204051101044517,0.6678325892598047,1,0,1,5,1,0,midfield,Lob,Left Foot,0,0,11.15213,2.4514468,8.98558056828374,0
99,17.607100840286,Open Play,0.4507,39.06612123427114,0.9195359168881183,1,0,1,4,1,0,midfield,Normal,Right Foot,1,0,13.9140215,1.8925469,12.813861958564399,0
100,15.984054554461453,Open Play,0.6557,24.377084877934198,1.0702140209000501,1,0,0,3,0,0,midfield,Normal,Right Foot,1,0,13.301504,0.015036461,14.456930471543842,0
101,21.523243250030884,Open Play,1.185915,18.14906064096574,1.240285045345738,1,0,2,5,2,0,forward,Normal,Right Foot,1,0,16.412495,0.53728473,11.89819940402629,0
102,26.923595599399427,Open Play,0.7924,33.97727864638999,0.311800634003837,2,0,1,5,1,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
103,18.061284561182244,Open Play,0.4418,40.88113300403405,0.12290676963599911,1,0,2,4,2,0,forward,Normal,Left Foot,1,0,30.57924,0.3227847,19.52165107266038,0
104,19.132433196015604,Open Play,1.245852,15.356906916724943,0.1209536471195204,2,0,3,5,2,1,midfield,Half Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
105,17.840403582878945,Open Play,1.352295,13.192686198557967,0.15602484300105124,2,0,2,4,2,0,midfield,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
106,24.10995644956664,Open Play,0.7111,33.90515602526598,0.2567083304333856,1,0,1,4,1,0,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
107,15.264337522473747,Open Play,1.093,13.965542106563355,0.844153986113171,1,0,4,5,3,1,forward,Normal,Right Foot,1,0,11.401754,2.2318394,10.557179862029054,0
108,21.95449840010015,Open Play,1.173,18.716537425490323,0.35299038782691045,1,0,2,3,2,0,midfield,Normal,Left Foot,1,0,31.0,1.5707964,15.5,0
109,18.681541692269406,Open Play,0.92,20.306023578553702,0.05549850524571683,1,0,2,3,2,0,midfield,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
110,29.154759474226502,Free Kick,0.507,57.50445655665977,0.6498704494119476,5,0,0,1,0,0,forward,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
111,20.024984394500787,Open Play,0.427,46.896918956676316,0.14888994760949725,2,0,1,6,0,1,defender,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
112,7.810249675906654,Open Play,1.56,5.006570305068368,0.16514867741462683,1,0,3,10,3,0,defender,Normal,Head,1,0,31.890438,0.8519663,15.43583612691382,0
113,18.027756377319946,Open Play,1.68,10.73080736745235,0.11710874456686428,1,0,2,2,2,0,forward,Normal,Head,1,0,42.047592,0.047583103,18.441926352305824,0
114,31.906112267087632,Free Kick,1.333,23.93556809233881,0.4487233440107211,3,0,1,2,0,1,defender,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
115,10.44030650891055,Open Play,1.161,8.99251206624509,1.35970299357215,1,0,4,8,3,1,defender,Normal,Head,1,0,29.614185,1.7748142,20.200672435144405,0
116,13.038404810405298,Open Play,0.773,16.86727659819573,0.7853981633974483,1,0,2,7,1,1,midfield,Normal,Head,1,0,18.027756,0.98279375,21.4616147349047,0
117,37.48332962798263,Open Play,1.333,28.11952710276266,0.05400150037596829,3,0,1,2,1,0,forward,Normal,Right Foot,1,0,14.035668,1.6421038,21.930732574403436,0
118,17.0,Open Play,1.133,15.00441306266549,1.1722738811284763,1,0,2,2,2,0,midfield,Half Volley,Right Foot,1,0,19.416489,1.3633001,19.4164878389476,0
119,25.45584412271571,Open Play,1.92,13.258252147247767,0.8850668158886104,2,0,2,5,2,0,midfield,Normal,Right Foot,1,0,11.0,1.5707964,11.458333333333334,1
120,9.848857801796104,Open Play,1.853,5.315087858497628,0.0,1,0,5,7,3,2,forward,Normal,Head,1,0,43.737854,1.7547398,26.669424059303708,0
121,28.792360097775937,Open Play,0.653,44.09243506550679,0.21866894587394195,2,0,0,4,0,0,defender,Normal,Left Foot,1,0,19.416489,0.20749623,25.548010314404735,0
122,23.53720459187964,Open Play,1.213,19.404125797097805,0.04345089539153084,1,0,2,5,2,0,forward,Normal,Right Foot,1,0,11.18034,0.4636476,21.50065362980567,0
123,28.844410203711913,Open Play,1.12,25.753937681885635,0.4636476090008061,1,0,1,4,0,1,midfield,Normal,Right Foot,1,0,11.661903,2.1112158,19.436506316151004,0
124,22.090722034374522,Open Play,1.053,20.978843337487678,0.09065988720074511,1,0,1,3,1,0,midfield,Normal,Right Foot,1,0,11.18034,2.0344439,7.293111472602055,0
125,27.313000567495326,Open Play,1.2,22.760833806246104,0.5404195002705842,2,0,0,3,0,0,forward,Normal,Right Foot,1,0,13.0,1.5707964,29.545454545454547,0
126,10.63014581273465,Open Play,0.39,27.25678413521705,0.5191461142465229,1,0,1,6,1,0,forward,Normal,Head,1,0,39.56008,1.2890245,21.042596217928175,0
127,23.53720459187964,Open Play,0.107,219.97387469046393,0.372987721800061,2,0,2,7,2,0,midfield,Normal,Right Foot,1,0,13.038404,0.07677189,11.6414328664333,0
128,9.899494936611665,Open Play,0.44,22.498852128662875,0.40489178628508343,1,0,2,5,2,0,midfield,Normal,Left Foot,1,1,-1.0,-1.0,-1.0,0
129,39.65614706448421,Open Play,1.448353,27.38016703419968,0.18170064615624312,6,0,1,1,1,0,defender,Half Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
130,2.247220505424417,Open Play,0.172284,13.04369822748727,1.1583858851975102,1,0,7,9,5,2,defender,Diving Header,Head,0,0,15.110923,1.3370532,24.226006658852672,1
131,23.324021951627472,Open Play,0.122494,190.40950537681414,0.11114717703865852,2,0,1,2,1,0,midfield,Half Volley,Left Foot,1,0,-1.0,-1.0,-1.0,0
132,7.810249675906651,Open Play,0.691639,11.292378937432174,0.4324077755705381,3,1,6,12,4,2,defender,Normal,Head,1,0,37.694164,1.8009756,24.792300440098334,0
133,15.681836627130123,Open Play,0.4423,35.45520376922931,1.0412067280128205,1,0,1,2,1,0,midfield,Normal,Right Foot,1,1,16.929264,0.25070927,13.977427581764962,0
134,20.669300907384365,Open Play,1.127536,18.33138889346714,0.43727482811676344,4,0,1,4,1,0,forward,Volley,Right Foot,1,0,54.55502,1.9070386,21.847140190473517,0
135,13.060245020672474,Open Play,1.339743,9.748321148662448,0.008064341306767123,0,0,2,3,2,0,forward,Lob,Right Foot,0,0,54.31703,0.38700202,15.623795811697093,0
136,18.454809671194123,Open Play,1.084451,17.01765194664777,0.34825949467711087,1,0,3,5,2,1,forward,Normal,Left Foot,1,1,33.873295,0.36844555,10.35778218694013,1
137,31.888869531546586,Open Play,0.432525,73.72722855683854,0.3321668443276118,2,0,0,3,0,0,forward,Normal,Right Foot,1,0,4.651881,1.1263771,14.012788169691609,0
138,11.317243480636087,Open Play,0.613404,18.449901664540967,1.0019484683735378,1,0,1,2,1,0,forward,Normal,Right Foot,1,0,39.949093,0.19395915,18.806059975259597,1
139,14.466858677681206,Open Play,1.029978,14.045793869074101,1.0699757668304133,1,0,1,1,1,0,midfield,Half Volley,Left Foot,1,0,32.289318,1.396483,15.59037399284455,0
140,11.423659658795868,Open Play,0.102817,111.10672027773488,0.7751944359034939,4,0,2,6,2,0,defender,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
141,7.592759709091285,Open Play,1.162449,6.531692753050916,1.4227643798328564,2,0,3,7,2,1,forward,Normal,Left Foot,1,0,-1.0,-1.0,-1.0,0
142,27.167075661542967,Open Play,1.032946,26.300576856430993,0.28222313078062655,2,0,0,3,0,0,midfield,Normal,Right Foot,1,0,8.987213,2.5381591,8.990827451311956,0
143,11.128791488746653,Open Play,1.313547,8.472320738235217,0.5424315699899499,1,0,1,5,1,0,midfield,Half Volley,Left Foot,1,0,19.320972,0.046598367,9.73219823286981,1
144,12.744018204632324,Open Play,0.282619,45.09257411791962,0.649549422135656,1,0,2,8,1,1,forward,Normal,Right Foot,1,0,12.794139,1.0826781,8.079265664556402,1
145,32.52598960831169,Open Play,1.231536,26.410912558229473,0.23492486421843342,1,0,0,2,0,0,forward,Normal,Right Foot,1,0,23.43075,0.051237166,16.967995767710246,0
146,26.89237810235458,Open Play,2.172643,12.377725241723828,0.3923401442155158,5,0,1,3,1,0,midfield,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
147,8.637129152675667,Open Play,0.947692,9.11385677274438,0.3562196553961507,1,0,2,4,2,0,forward,Normal,Head,1,0,40.417816,1.541102,25.607201481661992,0
148,27.30293024567144,Free Kick,0.308713,88.44114192039675,0.6238025701228718,5,0,1,7,0,1,midfield,Normal,Right Foot,1,0,-1.0,-1.0,-1.0,0
149,8.485281374238577,Open Play,0.073515,115.42244948974464,0.5543074962015512,1,1,2,4,2,0,forward,Normal,Right Foot,1,0,48.01302,0.78097993,21.918558600837834,0
150,7.596051605933173,Open Play,1.372122,5.535988495143415,0.7564207695458876,1,0,2,4,2,0,forward,Normal,Other,1,0,-1.0,-1.0,-1.0,1
151,29.161961525247243,Open Play,0.781201,37.32965206809418,0.003460193802825066,2,0,0,4,0,0,midfield,Normal,Right Foot,1,0,7.8409185,0.9119903,2.9176280800590684,0
152,15.670673246545595,Open Play,0.685083,22.87412364128959,0.3376945335132342,1,0,2,3,2,0,forward,Half Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
153,29.025850547399983,Open Play,0.1804,160.8971759833702,0.05258306161094172,2,0,0,3,0,0,forward,Normal,Right Foot,1,0,16.250538,1.80682,18.94817054492841,0
154,15.443445211480501,Open Play,1.487615,10.381345449918495,1.3870517960557744,2,0,1,2,1,0,midfield,Normal,Right Foot,1,0,16.475437,0.57790196,8.247673072045554,0
155,29.505423230314804,Open Play,1.164571,25.33587323599403,0.1980847396167154,4,0,1,2,1,0,midfield,Volley,Right Foot,1,0,-1.0,-1.0,-1.0,0
156,16.635203635663732,Open Play,0.256594,64.83083640172309,0.5295895987820765,1,0,2,2,2,0,forward,Volley,Right Foot,1,0,47.049442,0.45319173,15.737241504659558,0
157,31.141612032776976,Open Play,1.859,16.751808516824624,0.019478055816527586,1,0,0,4,0,0,midfield,Normal,Right Foot,1,0,8.221922,0.07304057,7.588537080478566,0
158,17.101169550647693,Open Play,0.2611,65.49662792281767,0.21866894587394187,2,0,5,10,4,1,midfield,Normal,Left Foot,1,0,6.8505473,2.158799,7.548812587748298,0
159,10.823123393919152,Open Play,0.9939,10.889549646764415,1.0787651752271579,1,2,2,9,2,0,forward,Normal,Head,1,0,31.868637,0.8720404,18.625737358108584,0
160,32.28157369150395,Open Play,0.7311,44.15479919505396,0.12396175823199339,1,0,2,5,2,0,midfield,Normal,Right Foot,1,0,9.980982,2.2283247,6.1717671998660215,0
